laser_power,time_elapsed
500.0,0.0
500.69999813333544,0.002
501.3999850667346,0.004
502.09994960051597,0.006
502.7998805355076,0.008
503.499766673302,0.01
504.19959681651073,0.012
504.8993597690192,0.014
505.59904433624143,0.016
506.2986393253748,0.018000000000000002
506.99813354565424,0.02
507.69751580860736,0.022
508.3967749283087,0.024
509.0958997216341,0.026000000000000002
509.7948790085152,0.028
510.4937016121937,0.03
511.1923563594758,0.032
511.890832080986,0.034
512.5891176114212,0.036000000000000004
513.2872017898051,0.038
513.9850734597413,0.04
514.6827214696677,0.042
515.3801346731098,0.044
516.0773019289338,0.046
516.774212101601,0.048
517.47085406142,0.05
518.1672166848,0.052000000000000005
518.8632888545043,0.054
519.5590594599023,0.056
520.2545173972223,0.058
520.9496515698046,0.06
521.6444508883527,0.062
522.338904271186,0.064
523.0330006444918,0.066
523.7267289425765,0.068
524.4200781081175,0.07
525.1130370924144,0.07200000000000001
525.8055948556399,0.074
526.497740367091,0.076
527.189462605439,0.078
527.8807505589808,0.08
528.5715932258884,0.082
529.261979614459,0.084
529.951898743365,0.08600000000000001
530.6413396419023,0.088
531.3302913502414,0.09
532.018742919674,0.092
532.7066834128639,0.094
533.3941019040933,0.096
534.0809874795124,0.098
534.767329237386,0.1
535.4531162883421,0.10200000000000001
536.1383377556177,0.10400000000000001
536.8229827753073,0.106
537.5070404966076,0.108
538.1905000820653,0.11
538.8733507078218,0.112
539.55558156386,0.114
540.2371818542479,0.116
540.9181407973847,0.11800000000000001
541.598447626245,0.12
542.2780915886232,0.122
542.957061947376,0.124
543.6353479806676,0.126
544.3129389822117,0.128
544.9898242615143,0.13
545.665993144116,0.132
546.3414349718339,0.134
547.0161391030031,0.136
547.6900949127177,0.138
548.3632917930715,0.14
549.0357191533984,0.14200000000000002
549.7073664205116,0.14400000000000002
550.3782230389437,0.146
551.0482784711854,0.148
551.7175221979237,0.15
552.3859437182803,0.152
553.0535325500492,0.154
553.7202782299338,0.156
554.3861703137832,0.158
555.0511983768289,0.16
555.7153520139206,0.162
556.3786208397606,0.164
557.04099448914,0.166
557.7024626171712,0.168
558.3630148995234,0.17
559.0226410326545,0.17200000000000001
559.6813307340444,0.17400000000000002
560.3390737424278,0.176
560.9958598180245,0.178
561.651678742772,0.18
562.3065203205555,0.182
562.9603743774378,0.184
563.6132307618892,0.186
564.2650793450166,0.188
564.9159100207916,0.19
565.5657127062785,0.192
566.214477341862,0.194
566.8621938914732,0.196
567.5088523428168,0.198
568.1544427075954,0.2
568.7989550217358,0.202
569.4423793456122,0.20400000000000001
570.0847057642711,0.20600000000000002
570.7259243876537,0.20800000000000002
571.3660253508187,0.21
572.0049988141647,0.212
572.6428349636506,0.214
573.2795240110172,0.216
573.9150561940069,0.218
574.5494217765831,0.22
575.1826110491492,0.222
575.8146143287662,0.224
576.4454219593713,0.226
577.0750243119932,0.228
577.7034117849697,0.23
578.3305748041623,0.232
578.9565038231713,0.234
579.5811893235498,0.23600000000000002
580.2046218150175,0.23800000000000002
580.826791835673,0.24
581.4476899522061,0.242
582.067306760109,0.244
582.6856328838871,0.246
583.3026589772692,0.248
583.9183757234154,0.25
584.5327738351276,0.252
585.1458440550559,0.254
585.7575771559057,0.256
586.3679639406442,0.258
586.9769952427064,0.26
587.584661926199,0.262
588.1909548861049,0.264
588.7958650484869,0.266
589.3993833706894,0.268
590.0015008415406,0.27
590.6022084815534,0.272
591.2014973431257,0.274
591.7993585107395,0.276
592.3957831011597,0.278
592.9907622636323,0.28
593.5842871800809,0.28200000000000003
594.1763490653028,0.28400000000000003
594.7669391671653,0.28600000000000003
595.3560487667992,0.28800000000000003
595.9436691787932,0.29
596.5297917513873,0.292
597.1144078666637,0.294
597.6975089407392,0.296
598.2790864239553,0.298
598.8591318010676,0.3
599.4376365914353,0.302
600.0145923492081,0.304
600.5899906635141,0.306
601.1638231586456,0.308
601.7360814942448,0.31
602.306757365488,0.312
602.875842503269,0.314
603.4433286743829,0.316
604.0092076817062,0.318
604.5734713643795,0.32
605.1361115979865,0.322
605.6971202947337,0.324
606.2564894036283,0.326
606.8142109106557,0.328
607.3702768389566,0.33
607.9246792490012,0.332
608.4774102387654,0.334
609.0284619439033,0.336
609.5778265379203,0.338
610.1254962323455,0.34
610.6714632769024,0.342
611.2157199596782,0.34400000000000003
611.7582586072934,0.34600000000000003
612.2990715850705,0.34800000000000003
612.8381512971999,0.35000000000000003
613.375490186907,0.352
613.9110807366171,0.354
614.4449154681201,0.356
614.9769869427328,0.358
615.5072877614622,0.36
616.0358105651667,0.362
616.5625480347163,0.364
617.0874928911519,0.366
617.6106378958438,0.368
618.1319758506495,0.37
618.6514995980694,0.372
619.1692020214032,0.374
619.6850760449031,0.376
620.1991146339284,0.378
620.7113107950973,0.38
621.2216575764384,0.382
621.7301480675411,0.384
622.236775399705,0.386
622.7415327460883,0.388
623.2444133218548,0.39
623.7454103843207,0.392
624.2445172330995,0.394
624.7417272102462,0.396
625.2370337004006,0.398
625.7304301309293,0.4
626.221909972067,0.402
626.7114667370564,0.404
627.199093982287,0.406
627.6847853074331,0.40800000000000003
628.1685343555909,0.41000000000000003
628.650334813414,0.41200000000000003
629.1301804112483,0.41400000000000003
629.6080649232651,0.41600000000000004
630.0839821675946,0.418
630.5579260064569,0.42
631.0298903462918,0.422
631.4998691378894,0.424
631.9678563765171,0.426
632.4338461020477,0.428
632.8978323990848,0.43
633.3598093970877,0.432
633.8197712704961,0.434
634.2777122388518,0.436
634.7336265669211,0.438
635.1875085648147,0.44
635.6393525881077,0.442
636.0891530379575,0.444
636.5369043612213,0.446
636.9826010505717,0.448
637.4262376446121,0.45
637.8678087279902,0.452
638.3073089315111,0.454
638.7447329322481,0.456
639.180075453654,0.458
639.6133312656697,0.46
640.0444951848326,0.462
640.4735620743837,0.464
640.9005268443734,0.466
641.3253844517658,0.468
641.7481299005428,0.47000000000000003
642.1687582418065,0.47200000000000003
642.5872645738798,0.47400000000000003
643.0036440424071,0.47600000000000003
643.4178918404532,0.47800000000000004
643.8300032086005,0.48
644.2399734350465,0.482
644.6477978556983,0.484
645.0534718542676,0.486
645.4569908623632,0.488
645.8583503595835,0.49
646.2575458736067,0.492
646.6545729802805,0.494
647.049427303711,0.496
647.4421045163492,0.498
647.8326003390773,0.5
648.2209105412935,0.502
648.6070309409956,0.504
648.9909574048639,0.506
649.3726858483413,0.508
649.752212235715,0.51
650.1295325801938,0.512
650.5046429439866,0.514
650.8775394383789,0.516
651.2482182238077,0.518
651.6166755099359,0.52
651.9829075557248,0.522
652.3469106695059,0.524
652.7086812090513,0.526
653.0682155816435,0.528
653.4255102441421,0.53
653.780561703052,0.532
654.1333665145879,0.534
654.4839212847396,0.536
654.8322226693346,0.538
655.1782673740997,0.54
655.5220521547225,0.542
655.8635738169104,0.544
656.2028292164489,0.546
656.5398152592587,0.548
656.8745289014513,0.55
657.2069671493841,0.552
657.5371270597134,0.554
657.8650057394461,0.556
658.1906003459911,0.558
658.5139080872093,0.56
658.8349262214609,0.562
659.1536520576539,0.5640000000000001
659.4700829552886,0.5660000000000001
