laser_power,time_elapsed
500.0,0.0
501.8998931354667,0.002
503.79914513493196,0.004
505.6971151183653,0.006
507.5931627175747,0.008
509.48664833187127,0.01
511.3769333834246,0.012
513.2633805722112,0.014
515.1453541304504,0.016
517.0222200764279,0.018000000000000002
518.8933464676048,0.02
520.7581036529115,0.022
522.6158645241239,0.024
524.4660047662239,0.026000000000000002
526.3079031066417,0.028
528.1409415632816,0.03
529.9645056912315,0.032
531.7779848280578,0.034
533.5807723375875,0.036000000000000004
535.3722658520792,0.038
537.1518675126872,0.04
538.9189842081228,0.042
540.6730278114157,0.044
542.4134154146823,0.046
544.1395695618062,0.048
545.850918478938,0.05
547.5468963027233,0.052000000000000005
549.2269433061655,0.054
550.890506122034,0.056
552.5370379637302,0.058
554.1659988435194,0.06
555.7768557880456,0.062
557.3690830510378,0.064
558.9421623231281,0.066
560.4955829386944,0.068
562.0288420796452,0.07
563.5414449760664,0.07200000000000001
565.0329051036483,0.074
566.502744377815,0.076
567.950493344478,0.078
569.3756913673377,0.08
570.7778868116578,0.082
572.1566372244399,0.084
573.5115095109245,0.08600000000000001
574.8420801073503,0.088
576.1479351499004,0.09
577.4286706397683,0.092
578.6838926042797,0.094
579.9132172540023,0.096
581.1162711357842,0.098
582.292691281656,0.1
583.4421253535409,0.10200000000000001
584.5642317837124,0.10400000000000001
585.6586799109442,0.106
586.7251501122969,0.108
587.7633339304911,0.11
588.7729341968131,0.112
589.753665149507,0.114
590.7052525476023,0.116
591.6274337801349,0.11800000000000001
592.519957970716,0.12
593.3825860774076,0.122
594.2150909878636,0.124
595.0172576097006,0.126
595.7888829560603,0.128
596.5297762263297,0.13
597.2397588819878,0.132
597.9186647175471,0.134
598.5663399265633,0.136
599.1826431626831,0.138
599.7674455957123,0.14
600.3206309626732,0.14200000000000002
600.8420956138393,0.14400000000000002
601.3317485537224,0.146
601.7895114769997,0.148
602.2153187993642,0.15
602.6091176832883,0.152
602.9708680586875,0.154
603.3005426384782,0.156
603.5981269290228,0.158
603.8636192354573,0.16
604.0970306619001,0.162
604.2983851065408,0.164
604.4677192516128,0.166
604.6050825482516,0.168
604.7105371962468,0.17
604.7841581186938,0.17200000000000001
604.8260329315568,0.17400000000000002
604.8362619081573,0.176
604.8149579385954,0.178
604.7622464841293,0.18
604.6782655265238,0.182
604.5631655123921,0.184
604.4171092925516,0.186
604.2402720564188,0.188
604.0328412614683,0.19
603.7950165577859,0.192
603.5270097077441,0.194
603.2290445008341,0.196
602.9013566636855,0.198
602.5441937653137,0.2
602.1578151176291,0.202
601.7424916712499,0.20400000000000001
601.2985059066604,0.20600000000000002
600.8261517207561,0.20800000000000002
600.3257343088248,0.21
599.797570042007,0.212
599.2419863402865,0.214
598.6593215410628,0.216
598.0499247633554,0.218
597.4141557676977,0.22
596.752384811772,0.222
596.0649925018491,0.224
595.3523696400866,0.226
594.6149170677494,0.228
593.853045504416,0.23
593.0671753832324,0.232
592.257736682283,0.234
591.4251687521412,0.23600000000000002
590.5699201396728,0.23800000000000002
589.6924484081622,0.24
588.7932199538302,0.242
587.8727098188201,0.244
586.9314015007268,0.246
585.9697867587416,0.248
584.988365416495,0.25
583.9876451616726,0.252
582.9681413424871,0.254
581.9303767610844,0.256
580.8748814639706,0.258
579.8021925295404,0.26
578.7128538527929,0.262
577.6074159273221,0.264
576.4864356246676,0.266
575.3504759711144,0.268
574.2001059220311,0.27
573.0359001338373,0.272
571.8584387336908,0.274
570.6683070869864,0.276
569.4660955627594,0.278
568.2523992970895,0.28
567.0278179545966,0.28200000000000003
565.7929554881265,0.28400000000000003
564.548419896721,0.28600000000000003
563.2948229819701,0.28800000000000003
562.0327801028438,0.29
560.7629099291008,0.292
559.485834193373,0.294
558.2021774420263,0.296
556.9125667848946,0.298
555.6176316439903,0.3
554.3180035012892,0.302
553.0143156456921,0.304
551.7072029192634,0.306
550.3973014628501,0.308
549.0852484611797,0.31
547.7716818875429,0.312
546.4572402481588,0.314
545.14256232633,0.316
543.8282869264845,0.318
542.5150526182114,0.32
541.2034974803895,0.322
539.8942588455136,0.324
538.5879730443188,0.326
537.2852751508059,0.328
535.9867987277704,0.33
534.6931755729354,0.332
533.4050354657915,0.334
532.1230059152441,0.336
530.8477119081684,0.338
529.5797756589756,0.34
528.3198163602855,0.342
527.0684499348106,0.34400000000000003
525.8262887885464,0.34600000000000003
524.5939415653713,0.34800000000000003
523.3720129031481,0.35000000000000003
522.1611031914313,0.352
520.9618083308723,0.354
519.7747194944209,0.356
518.6004228904181,0.358
517.4394995276754,0.36
516.2925249826329,0.362
515.1600691686929,0.364
514.0426961078159,0.366
512.9409637044765,0.368
511.8554235220648,0.37
510.7866205618243,0.372
509.735093044416,0.374
508.7013721941945,0.376
507.68598202628243,0.378
506.6894391365299,0.38
505.71225249444024,0.382
504.7549232391486,0.384
503.81794447853093,0.386
502.9018010915273,0.388
502.0069695337563,0.39
501.1339176464987,0.392
500.28310446912775,0.394
499.45498005506056,0.396
498.64998529130315,0.398
497.86855172166327,0.4
497.11110137370054,0.402
496.378046589483,0.404
495.66978986021803,0.406
494.98672366482486,0.40800000000000003
494.3292303125105,0.41000000000000003
493.69768178941604,0.41200000000000003
493.0924396093899,0.41400000000000003
492.5138546689521,0.41600000000000004
491.9622671065052,0.418
491.4380061658485,0.42
490.9413900640503,0.422
490.47272586373145,0.424
490.03230934981053,0.426
489.6204249107608,0.428
489.23734542442526,0.43
488.8833321484369,0.432
488.55863461528713,0.434
488.26349053208423,0.436
487.9981256850422,0.438
487.7627538487386,0.44
487.557576700177,0.442
487.38278373768844,0.444
487.2385522047055,0.446
487.1250470184374,0.448
487.04242070347675,0.45
486.9908133303629,0.452
486.97035245912815,0.454
486.981153087847,0.456
487.0233176062118,0.458
487.0969357541508,0.46
487.2020845855079,0.462
487.3388284367949,0.464
487.50721890103347,0.466
487.70729480669223,0.468
487.9390822017321,0.47000000000000003
488.2025943427629,0.47200000000000003
488.4978316893167,0.47400000000000003
488.8247819032407,0.47600000000000003
489.18341985320967,0.47800000000000004
489.57370762435517,0.48
489.995594533009,0.482
490.4490171465544,0.484
490.9338993083767,0.486
491.4501521679042,0.488
491.9976742157271,0.49
492.5763513237797,0.492
493.1860567905708,0.494
493.8266513914432,0.496
494.49798343384373,0.498
495.19988881757934,0.5
495.93219110003804,0.502
496.69470156634566,0.504
497.4872193044333,0.506
498.3095312849822,0.508
499.1614124462175,0.51
500.0426257835144,0.512
500.9529224437815,0.514
501.8920418245847,0.516
502.85971167797055,0.518
503.8556482189482,0.52
504.8795562385866,0.522
505.93112922168115,0.524
507.01004946894426,0.526
508.11598822366886,0.528
509.24860580281506,0.53
510.40755173246856,0.532
511.59246488761556,0.534
512.8029736361777,0.536
514.038695987251,0.538
515.299239743488,0.54
516.5842026575634,0.542
517.8931725926601,0.544
519.2257276869104,0.546
520.581436521729,0.548
521.9598582939675,0.55
523.3605429918252,0.552
524.7830315744415,0.554
526.226856155101,0.556
527.6915401879785,0.558
529.1765986583468,0.56
530.6815382761724,0.562
532.2058576730225,0.5640000000000001
533.7490476022028,0.5660000000000001
535.3105911420488,0.5680000000000001
536.8899639022844,0.5700000000000001
538.4866342333718,0.5720000000000001
540.1000634387628,0.5740000000000001
541.7297059899715,0.5760000000000001
543.3750097443782,0.578
545.0354161656804,0.58
546.7103605469024,0.582
548.3992722358719,0.584
550.1015748630768,0.586
551.8166865718081,0.588
553.5440202504985,0.59
555.2829837671649,0.592
557.0329802058559,0.594
558.793408105018,0.596
560.5636616976764,0.598
562.3431311533411,0.6
