laser_power,time_elapsed
500.0,0.0
500.83332918272487,0.002
501.66663346201057,0.004
502.4998879354764,0.006
503.3330677028578,0.008
504.1661478670653,0.01
504.9991035352418,0.012
505.83190981982074,0.014
506.6645418395837,0.016
507.4969747207175,0.018000000000000002
508.3291835978714,0.02
509.16114361521346,0.022
509.9928299274869,0.024
510.8242177010659,0.026000000000000002
511.6552821150102,0.028
512.4859983621205,0.03
513.3163416499924,0.032
514.1462872020688,0.034
514.975810258694,0.036000000000000004
515.8048860781643,0.038
516.6334899377803,0.04
517.4615971348961,0.042
518.2891829879695,0.044
519.1162228376103,0.046
519.9426920476271,0.048
520.7685660060749,0.05
521.5938201262995,0.052000000000000005
522.4184298479823,0.054
523.2423706381833,0.056
524.0656179923826,0.058
524.8881474355215,0.06
525.7099345230421,0.062
526.5309548419243,0.064
527.3511840117229,0.066
528.1705976856032,0.068
528.9891715513738,0.07
529.8068813325193,0.07200000000000001
530.6237027892306,0.074
531.4396117194339,0.076
532.2545839598176,0.078
533.0685953868586,0.08
533.8816219178455,0.082
534.6936395119002,0.084
535.5046241709989,0.08600000000000001
536.3145519409895,0.088
537.1233989126089,0.09
537.9311412224955,0.092
538.7377550542036,0.094
539.5432166392119,0.096
540.3475022579327,0.098
541.1505882407164,0.1
541.952450968857,0.10200000000000001
542.7530668755919,0.10400000000000001
543.5524124471021,0.106
544.3504642235083,0.108
545.1471987998657,0.11
545.9425928271554,0.112
546.736623013275,0.114
547.5292661240244,0.116
548.3204989840907,0.11800000000000001
549.1102984780299,0.12
549.8986415512466,0.122
550.6855052109693,0.124
551.470866527225,0.126
552.2547026338102,0.128
553.0369907292587,0.13
553.8177080778065,0.132
554.5968320103548,0.134
555.3743399254292,0.136
556.150209290136,0.138
556.9244176411155,0.14
557.6969425854924,0.14200000000000002
558.467761801823,0.14400000000000002
559.2368530410394,0.146
560.0041941273897,0.148
560.7697629593761,0.15
561.533537510689,0.152
562.2954958311382,0.154
563.0556160475797,0.156
563.8138763648411,0.158
564.5702550666409,0.16
565.3247305165072,0.162
566.0772811586899,0.164
566.8278855190723,0.166
567.5765222060762,0.168
568.3231699115663,0.17
569.0678074117477,0.17200000000000001
569.8104135680625,0.17400000000000002
570.5509673280811,0.176
571.2894477263902,0.178
572.0258338854765,0.18
572.7601050166069,0.182
573.492240420705,0.184
574.2222194892229,0.186
574.9500217050096,0.188
575.6756266431754,0.19
576.3990139719513,0.192
577.1201634535456,0.194
577.8390549449957,0.196
578.5556683990155,0.198
579.2699838648382,0.2
579.9819814890566,0.202
580.691641516457,0.20400000000000001
581.3989442908503,0.20600000000000002
582.103870255897,0.20800000000000002
582.8063999559301,0.21
583.5065140367718,0.212
584.2041932465459,0.214
584.899418436486,0.216
585.5921705617399,0.218
586.2824306821677,0.22
586.9701799631367,0.222
587.6553996763107,0.224
588.3380712004359,0.226
589.0181760221197,0.228
589.695695736608,0.23
590.370612048554,0.232
591.0429067727858,0.234
591.7125618350664,0.23600000000000002
592.3795592728496,0.23800000000000002
593.043881236032,0.24
593.7055099876984,0.242
594.3644279048634,0.244
595.0206174792071,0.246
595.6740613178066,0.248
596.3247421438614,0.25
596.9726427974149,0.252
597.6177462360694,0.254
598.2600355356965,0.256
598.8994938911432,0.258
599.5361046169304,0.26
600.169851147949,0.262
600.8007170401478,0.264
601.4286859712189,0.266
602.053741741275,0.268
602.6758682735233,0.27
603.2950496149331,0.272
603.9112699368975,0.274
604.5245135358913,0.276
605.1347648341207,0.278
605.74200838017,0.28
606.3462288496414,0.28200000000000003
606.9474110457895,0.28400000000000003
607.5455399001496,0.28600000000000003
608.1406004731612,0.28800000000000003
608.7325779547855,0.29
609.3214576651169,0.292
609.907225054989,0.294
610.4898657065744,0.296
611.0693653339795,0.298
611.6457097838327,0.3
612.2188850358672,0.302
612.7888772034977,0.304
613.3556725343909,0.306
613.9192574110311,0.308
614.4796183512785,0.31
615.0367420089223,0.312
615.5906151742273,0.314
616.1412247744762,0.316
616.6885578745022,0.318
617.2326016772197,0.32
617.7733435241461,0.322
618.310770895918,0.324
618.8448714128026,0.326
619.3756328352005,0.328
619.9030430641451,0.33
620.4270901417932,0.332
620.9477622519114,0.334
621.4650477203548,0.336
621.9789350155402,0.338
622.4894127489126,0.34
622.996469675406,0.342
623.5000946938973,0.34400000000000003
624.0002768476527,0.34600000000000003
624.4970053247714,0.34800000000000003
624.9902694586182,0.35000000000000003
625.4800587282527,0.352
625.9663627588523,0.354
626.4491713221258,0.356
626.9284743367241,0.358
627.4042618686416,0.36
627.8765241316132,0.362
628.3452514875034,0.364
628.8104344466889,0.366
629.2720636684352,0.368
629.7301299612669,0.37
630.1846242833303,0.372
630.6355377427503,0.374
631.0828615979801,0.376
631.5265872581448,0.378
631.966706283378,0.38
632.4032103851516,0.382
632.8360914265993,0.384
633.2653414228329,0.386
633.6909525412525,0.388
634.1129171018497,0.39
634.5312275775033,0.392
634.9458765942697,0.394
635.3568569316658,0.396
635.7641615229439,0.398
636.1677834553626,0.4
636.567715970448,0.402
636.9639524642504,0.404
637.3564864875918,0.406
637.7453117463094,0.40800000000000003
638.1304221014894,0.41000000000000003
638.5118115696965,0.41200000000000003
638.8894743231942,0.41400000000000003
639.2634046901599,0.41600000000000004
639.6335971548922,0.418
640.0000463580124,0.42
640.3627470966571,0.422
640.7216943246663,0.424
641.0768831527623,0.426
641.428308848724,0.428
641.7759668375517,0.43
642.1198527016269,0.432
642.4599621808645,0.434
642.7962911728584,0.436
643.1288357330188,0.438
